name,cast_rating,,,
Dangerous Minds,0.5938339969557690,,,
Johnny Mnemonic,0.5936839966514510,,,
One Flew Over the Cuckoo's Nest,0.5935663955578270,,,
The Paper,0.5935584581235000,,,
Jefferson in Paris,0.5935462738147420,,,
Sgt. Bilko,0.5934089167063120,,,
Mighty Aphrodite,0.5933904668589860,,,
Hostile Intentions,0.5933597210571990,,,
Dumbo,0.5933008774492970,,,
Country Life,0.5931352121757180,,,
Desperado,0.5931337865030590,,,
Death and the Maiden,0.5931266904664420,,,
Grosse fatigue,0.5929707409978960,,,
The Fox and the Hound,0.5928396778441210,,,
Bed of Roses,0.5927628868600730,,,
Somewhere in Time,0.5926071766405880,,,
Kiss of Death,0.5925873470235810,,,
Liebelei,0.592587199544109,,,
Alien,0.592571862381493,,,
The Return of the Pink Panther,0.5923929697357890,,,
An Affair to Remember,0.5922978893380920,,,
The Great Dictator,0.5922681396782250,,,
When Harry Met Sally...,0.5921812817346800,,,
Dunston Checks In,0.5921713803618680,,,
Waterworld,0.5921415712648680,,,
Germinal,0.5919816509164340,,,
Bonnie and Clyde,0.5919202232815490,,,
When a Man Loves a Woman,0.5918235449657490,,,
Nikita,0.591656000527774,,,
Jurassic Park,0.5916433227360110,,,
Sophie's Choice,0.5916100879808330,,,
Trust,0.5915822987304430,,,
Escape from L.A.,0.5915173769094600,,,
North by Northwest,0.5914364647303150,,,
The Specialist,0.5912918417924210,,,
Der bewegte Mann,0.5912432959856860,,,
Mitt liv som hund,0.5911473631858830,,,
Some Folks Call It a Sling Blade,0.5910510290544890,,,
Princess Caraboo,0.5910089663214610,,,
Meet John Doe,0.5908543642676560,,,
Milk Money,0.5907957760343560,,,
The Rich Man's Wife,0.5906586921768490,,,
The Island of Dr. Moreau,0.5905720323438900,,,
Roommates,0.5903364509270150,,,
The Young Poisoner's Handbook,0.5902692394436070,,,
The Road to Wellville,0.5900735375387540,,,
Barcelona,0.5900729885359670,,,
Heaven & Earth,0.5898658433355620,,,
Something to Sing About,0.5897701113697060,,,
Flipper,0.589744433392308,,,
Malice,0.5894920191924190,,,
Fantasia,0.5892666578292850,,,
The Proprietor,0.589219468050136,,,
Mr. Wonderful,0.5891972586927330,,,
An Awfully Big Adventure,0.5890671748462300,,,
While You Were Sleeping,0.5890585300270230,,,
The Secret Garden,0.5890005157031420,,,
Margaret's Museum,0.5889104953212030,,,
The Woman in Question,0.5888097417456200,,,
Top Gun,0.5887484512139780,,,
Heavy Metal,0.5886602605764640,,,
Jude,0.5885473307830860,,,
The Juror,0.5884699074771140,,,
Bulletproof,0.5883935628216850,,,
Clear and Present Danger,0.5882742794566120,,,
Bliss,0.5882507340978490,,,
Bad Boys,0.5881112681429390,,,
Mr. Wrong,0.5881022969244790,,,
Paths of Glory,0.5880996841389180,,,
A Midwinter's Tale,0.5879659334764330,,,
Another Stakeout,0.5879360126126410,,,
Death in Brunswick,0.5878833532333370,,,
The Shawshank Redemption,0.5878049540592950,,,
James and the Giant Peach,0.587731501653718,,,
Wild Bill,0.5876337088148740,,,
Party Girl,0.587512089576844,,,
Virtuosity,0.5874174387865550,,,
The NeverEnding Story III,0.5874101408938690,,,
Ed,0.5872742143066170,,,
Kids,0.5871792078490570,,,
Snow White and the Seven Dwarfs,0.5871371030807500,,,
Strange Days,0.5870769648834780,,,
La flor de mi secreto,0.5869823753807700,,,
Clueless,0.5867704478757480,,,
This Is Spinal Tap,0.5866432055418040,,,
Little Lord Fauntleroy,0.5865153250364170,,,
Daens,0.5865055585970360,,,
Restoration,0.5864788154881010,,,
Fresh,0.5864552127976600,,,
Fearless,0.5864392475862500,,,
Local Hero,0.5864014786922820,,,
The Lion King,0.5863641903837270,,,
Black Beauty,0.5860021259116920,,,
Disclosure,0.5859348644107880,,,
Miller's Crossing,0.5858238474791220,,,
Up in Smoke,0.585703213973097,,,
Rising Sun,0.5857023386976340,,,
Safe Passage,0.5854979654077720,,,
Miracle on 34th Street,0.5853631152455320,,,
The Grass Harp,0.5853023993406510,,,
Castle Freak,0.5852200888664970,,,
Man of the House,0.5851340610871950,,,
Ri¢hie Ri¢h,0.5850698589011810,,,
The First Wives Club,0.5848653082403270,,,
Terminator 2: Judgment Day,0.5848553088745570,,,
The Hunted,0.5847957139654300,,,
A Little Princess,0.5847606514474140,,,
Live Nude Girls,0.5846348598463680,,,
The Usual Suspects,0.5845065872310450,,,
The Mask,0.5844122885296810,,,
The Prophecy,0.5843904021115290,,,
Johns,0.5842976244161930,,,
Blue Chips,0.5839738580399540,,,
Mr. Holland's Opus,0.5839293903892580,,,
Picture Bride,0.5839061649053480,,,
The Run of the Country,0.5837522362933850,,,
Heidi Fleiss: Hollywood Madam,0.5836943332607800,,,
Peanuts – Die Bank zahlt alles,0.5834854939930220,,,
Shallow Grave,0.5833085138131960,,,
La double vie de Véronique,0.5832893896357170,,,
Alaska,0.583277766607157,,,
Last Dance,0.5832363744777040,,,
The Spitfire Grill,0.5831953113787440,,,
She's the One,0.5831018610331170,,,
Daylight,0.5828708614514420,,,
Executive Decision,0.5828018827403490,,,
GoodFellas,0.5827675035598080,,,
The Chamber,0.5825311127306560,,,
Walking and Talking,0.582530216071826,,,
Matilda,0.5823573742327930,,,
The Fog,0.5823274135402250,,,
Some Kind of Wonderful,0.5822955207599180,,,
Schrei aus Stein,0.5821520637181930,,,
Tank Girl,0.5820360665757320,,,
The Getaway,0.5819304278326980,,,
Muppet Treasure Island,0.5817978481233400,,,
Menace II Society,0.5817530237437910,,,
Das Superweib,0.5817152598938120,,,
The Scout,0.5815858536132070,,,
Sleepers,0.5815791380022870,,,
That Thing You Do!,0.5813448184101410,,,
Kaspar Hauser,0.5812737738380080,,,
Shadowlands,0.5812725012218650,,,
Set It Off,0.581151900171501,,,
Georgia,0.5808872737367370,,,
Clockers,0.5808499823215180,,,
Moonlight and Valentino,0.5808418568196680,,,
Friday,0.5807662233050450,,,
Fried Green Tomatoes,0.5807521342383000,,,
GoldenEye,0.580526858573154,,,
Jack & Sarah,0.5804468527833520,,,
Naked,0.5804340522934200,,,
Beautiful Girls,0.5804066817560230,,,
Raw Deal,0.5803238244178030,,,
Phenomenon,0.5801715318082340,,,
The Flintstones,0.5801206301577960,,,
The New Age,0.5800870867226490,,,
Mary Poppins,0.5799761891433600,,,
삼공일 삼공이,0.5799546241760250,,,
Le confessionnal,0.57981462834869,,,
Poetic Justice,0.5795432993133480,,,
Judgment Night,0.579542459578141,,,
Drunks,0.5794333182025190,,,
Gone Fishin',0.5793434744248650,,,
The Shining,0.5793412292486040,,,
アキラ,0.5792902471582190,,,
Crossfire,0.5792122682792570,,,
The Englishman Who Went Up a Hill But Came Down a Mountain,0.5791897920286680,,,
The Last Time I Saw Paris,0.5791831633388170,,,
The Killing Fields,0.5790244921980860,,,
Mina Tannenbaum,0.5790122747421270,,,
Safe,0.5787903247926840,,,
Century,0.5786686255816500,,,
De eso no se habla,0.5785905109574700,,,
The Phantom,0.578302403178104,,,
Broken Arrow,0.5783010303476710,,,
Orlando,0.5782444418997000,,,
Unforgettable,0.5782146552192470,,,
The Love Bug,0.578210494340229,,,
The Air Up There,0.5781344630417450,,,
Kingpin,0.578126449706702,,,
Bedknobs and Broomsticks,0.5780931539562940,,,
Red Rock West,0.5780138846476870,,,
Fear,0.5779091929596260,,,
Ace Ventura: Pet Detective,0.577701545714286,,,
Basic Instinct,0.5775806600359810,,,
It Happened One Night,0.57729857485427,,,
The Wizard of Oz,0.5768973429240790,,,
Living in Oblivion,0.5768421346471870,,,
A Clockwork Orange,0.5766671656627500,,,
Vampire in Brooklyn,0.5766301375308350,,,
The Thin Man,0.5765885959866160,,,
Io speriamo che me la cavo,0.5765728341147130,,,
Careful,0.5765539407730100,,,
Mad Love,0.5762622877445100,,,
Mrs. Winterbourne,0.5762489531236460,,,
Feast of July,0.5760987434711710,,,
Welcome to the Dollhouse,0.5759174477034720,,,
Le garçu,0.575866968971233,,,
The Mark of Zorro,0.5757765770718280,,,
A Damsel in Distress,0.5757490591993760,,,
House Arrest,0.575177436247402,,,
Dazed and Confused,0.5751406301897490,,,
The Crow: City of Angels,0.5750950279977150,,,
Eddie,0.5750129604910510,,,
Jeffrey,0.5749227770738320,,,
Solo,0.574607335089549,,,
The Trigger Effect,0.5745543962746490,,,
Beverly Hills Cop III,0.574491667719248,,,
Destiny Turns on the Radio,0.5744819619784150,,,
Geronimo: An American Legend,0.5744671321034960,,,
Bad Girls,0.5743765606639620,,,
E.T. the Extra-Terrestrial,0.5743704406514050,,,
Striking Distance,0.5742359101056940,,,
Blue Sky,0.5741549694766320,,,
D3: The Mighty Ducks,0.5740703978305580,,,
Aliens,0.5737607355121230,,,
The Doors,0.5737011155290430,,,
The Terminator,0.5736830906653520,,,
Shadow Conspiracy,0.5736277838181450,,,
Celtic Pride,0.5734644102003820,,,
Lord of Illusions,0.5733806277882640,,,
Things to Do in Denver When You're Dead,0.5733492796048350,,,
Freeway,0.5733354544634580,,,
Father of the Bride Part II,0.5732284960688060,,,
For the Moment,0.5732055449699680,,,
Vanya on 42nd Street,0.5731137356836790,,,
Lassie,0.5730829358899160,,,
Senior Trip,0.5730730721370680,,,
Robin Hood: Men in Tights,0.5730590728954680,,,
Shopping,0.5729669316952190,,,
Withnail & I,0.5729230693669510,,,
La scorta,0.572858961010691,,,
Children of the Corn IV: The Gathering,0.5728093485314330,,,
Frankie Starlight,0.5727649343003830,,,
Three Wishes,0.5726949108021790,,,
Free Willy 2 - The Adventure Home,0.5726927931011110,,,
Two Much,0.5724872724292600,,,
The Hunchback of Notre Dame,0.5724861583814830,,,
Stargate,0.5724116506701830,,,
Gold Diggers: The Secret of Bear Mountain,0.5723313654942110,,,
The Last Supper,0.5723139491682660,,,
The Walking Dead,0.5722175053463330,,,
Nine Months,0.571987302334285,,,
Manny & Lo,0.571847677230835,,,
Circle of Friends,0.5716990896043880,,,
Assassins,0.5716733066162020,,,
The Old Man and the Sea,0.5716491937637330,,,
It Could Happen to You,0.5712443449779620,,,
True Romance,0.5711478054083320,,,
Hideaway,0.5710351547668810,,,
Nadja,0.5710004426778130,,,
Deux ou trois choses que je sais d'elle,0.570982813835144,,,
Loaded,0.5709337331839490,,,
Cobb,0.5708622425367250,,,
French Kiss,0.5708555085933080,,,
Trees Lounge,0.570797252053886,,,
Miami Rhapsody,0.5707376251041520,,,
He Walked by Night,0.5706862806282860,,,
T-Men,0.5704467925805280,,,
The Underneath,0.5702246703196510,,,
New Jersey Drive,0.5699896724220040,,,
Losing Isaiah,0.5698990799117390,,,
Evil Dead II,0.5696706771850590,,,
Hustler White,0.569643497467041,,,
Of Human Bondage,0.5695289387127120,,,
Halloween: The Curse of Michael Myers,0.5693859955778120,,,
Diabolique,0.5693688208350340,,,
Lust och fägring stor,0.5692969560623170,,,
Serial Mom,0.5691345443662810,,,
Le Grand Bleu,0.5690822887053100,,,
Honigmond,0.5689838528633120,,,
À la mode,0.5689589977264400,,,
Leaving Las Vegas,0.5687528033212780,,,
The Abyss,0.5685709192918960,,,
Groundhog Day,0.5684291114235290,,,
Bordello of Blood,0.5682368981029480,,,
Catwalk,0.5681746006011960,,,
Dead Man Walking,0.5674722242801450,,,
Guilty as Sin,0.567366476213974,,,
The Man without a Face,0.5673251653839390,,,
Jury Duty,0.5672444993233350,,,
Bullets Over Broadway,0.5671786741349570,,,
Angels in the Outfield,0.5668501872358270,,,
Harem,0.5664456022918320,,,
The Puppet Masters,0.5664418337868400,,,
Boomerang,0.5663845038692030,,,
Foxfire,0.5662028601954150,,,
Dave,0.5661959529555260,,,
The Big Sleep,0.5660284517698090,,,
Exit to Eden,0.5659771679658030,,,
Sunset Park,0.5659452045913740,,,
Love Affair,0.5659350488208230,,,
Forget Paris,0.5659231370080650,,,
Black Sheep,0.5657285186162940,,,
Gospa,0.5655697689218250,,,
Terminal Velocity,0.5654706160788190,,,
Radioland Murders,0.5654569607547580,,,
Threesome,0.5651409782702100,,,
Last Action Hero,0.5651361887517270,,,
Last Man Standing,0.5651285641499630,,,
True Crime,0.5647017774372740,,,
So I Married an Axe Murderer,0.5644287971627370,,,
The Adventures of Pinocchio,0.5642897157487320,,,
The Santa Clause,0.5640920300938540,,,
Trial by Jury,0.5640601470603160,,,
A Goofy Movie,0.5639285805151300,,,
Love and a .45,0.5639207522084370,,,
Speechless,0.5638983092860370,,,
It's My Party,0.5637265879373920,,,
No Escape,0.5636840588207320,,,
Strictly Ballroom,0.5636266843155890,,,
The Search for One-eye Jimmy,0.5635480326633740,,,
What Happened Was...,0.5634344816207890,,,
Heavyweights,0.5633108231502710,,,
Ace Ventura: When Nature Calls,0.5632403376844180,,,
Full Metal Jacket,0.5631594462806980,,,
Boxing Helena,0.5628249997601750,,,
Sliver,0.5626167703959540,,,
Land and Freedom,0.5625518449172860,,,
Dumb and Dumber,0.5624874551590390,,,
Lightning Jack,0.5622870096796610,,,
White Man's Burden,0.5619731815650580,,,
Open Season,0.5617546153661490,,,
The Cowboy Way,0.5617481319942540,,,
Once Were Warriors,0.5614460822031920,,,
The Arrival,0.561407942390207,,,
Real Genius,0.5613762180714800,,,
The Brady Bunch Movie,0.5611926197364610,,,
The Net,0.561020216993531,,,
Bird of Prey,0.5609167465661240,,,
Dingo,0.5605272481301510,,,
Jade,0.5604237986469010,,,
The Next Karate Kid,0.5602712159080970,,,
Fear of a Black Hat,0.5602051905165600,,,
Free Willy,0.5601765238094280,,,
Til There Was You,0.560015966254224,,,
Bottle Rocket,0.559950615218961,,,
The Saint of Fort Washington,0.5598561694814810,,,
Weekend at Bernie's,0.5597809311016630,,,
Unzipped,0.5597656965255740,,,
La symphonie pastorale,0.5597627054950190,,,
My Family,0.5596944222897330,,,
The Great White Hype,0.5596657332994210,,,
Hear My Song,0.5595550243062950,,,
A Bronx Tale,0.5595498462673280,,,
The Jerky Boys,0.5592603958397540,,,
Ghost,0.5592204468628950,,,
Hackers,0.5591727069586390,,,
S.F.W.,0.559141605742125,,,
Penny Serenade,0.5591077228595350,,,
Foreign Student,0.5590167752270230,,,
Fluke,0.5584378030563450,,,
Color of Night,0.5580085983419180,,,
Joe's Apartment,0.5579993012704350,,,
Waiting to Exhale,0.557746220442784,,,
Sirens,0.5574753067643290,,,
Billy Madison,0.5573482479197200,,,
Original Gangstas,0.5569388804773590,,,
All Dogs Go to Heaven 2,0.556928262795315,,,
Headless Body in Topless Bar,0.5569094279238810,,,
Theodore Rex,0.5568781040723050,,,
Roula - Dunkle Geheimnisse,0.5568308594120440,,,
Nothing Personal,0.5564916055745440,,,
Curdled,0.5563163735850010,,,
Coneheads,0.5562221374045510,,,
The Quest,0.5561398077166300,,,
Steal Big Steal Little,0.5559854970216130,,,
Race the Sun,0.5559622591594360,,,
Cabin Boy,0.5556829903119800,,,
Bushwhacked,0.5556542619519250,,,
Short Cuts,0.5553754461566460,,,
Kids in the Hall: Brain Candy,0.5548840688736590,,,
Tigrero: A Film That Was Never Made,0.5545480251312260,,,
Breathing Room,0.5545355677604680,,,
A Very Brady Sequel,0.5543578643110120,,,
Pump up the Volume,0.5541827542048210,,,
Palookaville,0.554089684066902,,,
Barbarella,0.5534046070202010,,,
Operation Dumbo Drop,0.5533879869582960,,,
Das Boot,0.5531695156734430,,,
The Apple Dumpling Gang,0.5531137141162590,,,
Grace of My Heart,0.5529647364193130,,,
The Inkwell,0.5528975097658080,,,
Butterfly Kiss,0.5528671741485600,,,
I Love Trouble,0.5528668153198890,,,
Sleepless in Seattle,0.5528446205284930,,,
Tom & Viv,0.5526920273579020,,,
Rebel Without a Cause,0.5525609186825240,,,
The Cure,0.5524005342609200,,,
Algiers,0.5519868182969640,,,
Farinelli,0.5518896130200530,,,
Mute Witness,0.5518893003463750,,,
Highlander,0.5517137183957750,,,
Army of Darkness,0.5516501096062930,,,
Tough and Deadly,0.5514928264932240,,,
Happy Gilmore,0.5513949276764010,,,
Frisk,0.5511937141418460,,,
Guardian Angel,0.551184290846544,,,
Love Is All There Is,0.5511445768464860,,,
Mallrats,0.5510818540835590,,,
Now and Then,0.5505937949088110,,,
The Brothers McMullen,0.5505065691669340,,,
Dangerous Ground,0.5502470924055830,,,
Thinner,0.5502366939883140,,,
A Christmas Carol,0.5500907493208280,,,
A Low Down Dirty Shame,0.5500163600769070,,,
The Tie That Binds,0.549912488557859,,,
Above the Rim,0.5498879493635570,,,
Andre,0.5497480710087870,,,
Powder,0.549121141943175,,,
Congo,0.5490311586813410,,,
Screamers,0.5489667291777690,,,
City Slickers II: The Legend of Curly's Gold,0.5486889250026990,,,
Drop Zone,0.5481164832117960,,,
Tom and Huck,0.5479472628410920,,,
Harriet the Spy,0.5476864007455420,,,
The Big Green,0.5473439645422640,,,
The Journey of August King,0.5473028557386470,,,
Lover's Knot,0.5471688347350010,,,
Normal Life,0.5471605009048300,,,
Force of Evil,0.5470777233328980,,,
Mi Vida Loca,0.5467490745708710,,,
The Indian in the Cupboard,0.5465596325241710,,,
King of the Hill,0.5463875743772400,,,
If Lucy Fell,0.5462546211472110,,,
House Party 3,0.5459460354956620,,,
Das Versprechen,0.5452770717976740,,,
Nina Takes a Lover,0.544821255559183,,,
Judge Dredd,0.5447403705580060,,,
The Doom Generation,0.5446842668159570,,,
Stefano Quantestorie,0.544503427299309,,,
Lady of Burlesque,0.5444393790156550,,,
Yankee Zulu,0.5443677574539360,,,
Dear God,0.5442492843202560,,,
Girl 6,0.5441010205671340,,,
Caught,0.5440530452227000,,,
For Love or Money,0.5438047814096190,,,
Timecop,0.543406036459552,,,
Suture,0.5430631082515420,,,
A Family Thing,0.542822129116376,,,
Striptease,0.5422008702727040,,,
The Swan Princess,0.5414682139384920,,,
Fair Game,0.5411143083874000,,,
The Favor,0.5407448603556790,,,
Love & Human Remains,0.540479494110462,,,
بادکنک سفید,0.540422797203064,,,
Moonlight Murder,0.5403142804440350,,,
Les Rendez-vous de Paris,0.5401940536729430,,,
Stuart Saves His Family,0.5398886500974420,,,
Lamerica,0.5396918058395390,,,
Ruby in Paradise,0.5395805615265540,,,
Oliver & Company,0.5395689326346620,,,
Best of the Best 3: No Turning Back,0.5394695969558160,,,
Panther,0.5394538302655730,,,
Spy Hard,0.5394012127617580,,,
It Takes Two,0.5392458888433160,,,
A Close Shave,0.5391026735305790,,,
The Howling,0.538314176214763,,,
Maximum Risk,0.5377871100924080,,,
Tales from the Hood,0.5364465401459890,,,
The Women,0.5363564326177880,,,
Hellraiser: Bloodline,0.5358978339450850,,,
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.535024816762742,,,
The Lawnmower Man,0.5346766033502970,,,
The Glimmer Man,0.5342166563976860,,,
Life With Mikey,0.5340098056106410,,,
The Little Rascals,0.5339171031821280,,,
Once Upon a Time... When We Were Colored,0.5333698148458410,,,
Окно в Париж,0.5333587507491330,,,
Cliffhanger,0.5332160464080050,,,
Multiplicity,0.5330833149862360,,,
Body Snatchers,0.5321626141180180,,,
The Babysitter,0.532106274083289,,,
Sudden Death,0.5320472420153320,,,
Carpool,0.5319536616447130,,,
Big Bully,0.5316485698270550,,,
Dracula: Dead and Loving It,0.5308672392061830,,,
First Kid,0.5306991636437110,,,
Tales from the Crypt: Demon Knight,0.5306943901888650,,,
Glory Daze,0.529825501326599,,,
Hard Target,0.5296031278370250,,,
The Big Squeeze,0.5277460816994170,,,
Beyond Bedlam,0.5274679841936500,,,
Son in Law,0.5234035703941930,,,
RoboCop 3,0.5228211812595210,,,
Major Payne,0.522541047261725,,,
High School High,0.5223079738929250,,,
Showgirls,0.5218075152995060,,,
New York Cop,0.5213984764830220,,,
Fatal Instinct,0.5208795947701930,,,
Poison Ivy II: Lily,0.5207289676210850,,,
The Sum of Us,0.5206153389820240,,,
They Bite,0.5203036069870000,,,
Six of a Kind,0.519910303629618,,,
I Like It Like That,0.5196283977340200,,,
Santa with Muscles,0.5185397565267990,,,
Mighty Morphin Power Rangers: The Movie,0.5184053634949480,,,
Phat Beach,0.5178865790367130,,,
Bio-Dome,0.517765317065347,,,
Bloodsport II,0.516908949541573,,,
Night of the Living Dead,0.51567713690072,,,
American Strays,0.5152094509334860,,,
The Stupids,0.5145323242578110,,,
Calendar Girl,0.5116326696488510,,,
Candyman: Farewell to the Flesh,0.510808422377894,,,
The Amazing Panda Adventure,0.5106541793357940,,,
In the Army Now,0.5097265794353720,,,
Village of the Damned,0.5092896860497580,,,
Barb Wire,0.5091949256133160,,,
Man of the Year,0.5083491206169130,,,
Switchblade Sisters,0.5073240995407100,,,
Diebinnen,0.506969724106069,,,
Bad Moon,0.5068782025920670,,,
The Shooter,0.5053828245695070,,,
Nothing to Lose,0.5044267637846810,,,
Stonewall,0.5039095878601070,,,
Mortal Kombat,0.5030627214768840,,,
Spanking the Monkey,0.500103515331581,,,
Dream Man,0.49743859311424700,,,
Cops & Robbersons,0.4949546028309730,,,
Far from Home: The Adventures of Yellow Dog,0.49004069504630100,,,
Echte Kerle,0.48535328255062000,,,
Kazaam,0.47661112246936400,,,
Nemesis 2 - Nebula,0.46567556262016300,,,
Lawnmower Man 2: Beyond Cyberspace,0.45542313072212,,,
